Plant State,"Elec Fuel Consumption
MMBtu"
ID,"1,523,409"
IL,0
IL,"64,655"
IL,"34,919,380"
IL,0
IL,"38,663"
IL,"59,011,186"
IL,0
IL,0
IL,"5,436,251"
IL,"78,260,310"
IL,"84,185,431"
IL,"115,028"
IL,0
IL,"62,733"
IL,"51,899,389"
IL,0
IL,"56,508"
IL,"53,152,239"
IL,"77,621,030"
IL,"84,179,900"
IL,"9,867"
IL,"240,127"
IL,"17,544,576"
IL,0
IL,"122,701"
IL,"11,047,828"
IL,"17,057"
IL,0
IL,0
IL,"355,825"
IL,"55,023,806"
IL,0
IL,"87,769"
IL,0
IL,"74,097,973"
IL,0
IL,0
IL,"62,048"
IL,"29,190,580"
IL,0
IL,"107,083"
IL,"19,448,406"
IL,0
IL,"28,115"
IL,"126,955"
CA,0
IL,"41,196"
CA,"480,638"
IL,0
IL,"994,507"
WA,"285,124"
UT,"21,905"
IL,"3,293"
IL,0
IL,714
IL,0
IL,"2,276"
IL,0
IL,"1,728"
IL,0
IL,312
IL,0
IL,142
IL,0
IL,"1,451"
IL,0
IL,"2,108"
IL,"1,177"
IL,"15,677"
IL,"53,623"
IL,"2,639"
IL,0
IL,46
IL,0
IL,"1,156"
IL,749
IL,"350,931"
IL,"1,186"
FL,"195,600"
IL,"1,502"
IL,788
IL,"1,457"
IL,0
IL,"1,496"
IL,"2,660"
IL,"15,166"
IL,"3,806"
IL,"14,330"
IL,0
IL,"27,238,399"
IL,0
IL,"143,552"
IL,0
IL,202
IL,"2,841"
IL,"3,330"
IL,0
IL,0
IL,"4,432"
IL,"1,251"
IL,0
IL,"2,377"
IL,0
IL,"65,155"
IL,"5,914"
IL,"114,135"
IL,"19,512,732"
IL,"14,734"
IL,0
IL,0
IN,"67,164,738"
IN,"97,178"
IN,"1,258,866"
IN,"162,571"
ID,"41,451"
IN,"285,673"
IN,0
IN,"9,023"
IN,"3,261,563"
IN,"1,525"
IN,0
IN,0
IN,"11,404,459"
IN,0
IN,"17,902,968"
IN,0
IN,0
IN,"71,507"
IN,702
IN,"96,375,557"
IN,"174,634"
IN,0
IN,"6,004"
IN,"2,210,448"
IN,"332,839"
IN,"4,111,417"
IN,"243,988"
IN,"18,006,047"
IN,"181,078"
IN,"215,701"
IN,0
IN,"4,372"
IN,"3,257"
IN,"60,859,415"
IN,"43,932"
IN,"10,715,679"
IN,0
IN,0
IN,0
IN,"10,944,821"
IN,"21,190,094"
IN,"1,182,082"
IN,0
IN,"12,291,755"
IN,"3,528,531"
IN,"275,943"
IN,0
IN,"102,326"
IN,"20,640,592"
IN,"332,002"
IN,631
NC,0
NC,0
NC,"385,518"
NC,"346,149"
NC,"73,108"
NC,"58,637"
UT,"14,257"
IN,0
IN,0
IN,0
IN,0
IN,0
IN,0
IN,192
IN,"1,446"
IN,"73,341"
IN,"545,883"
IN,"6,269"
IA,0
IA,"34,403"
IA,"10,201,348"
IA,"31,302"
IA,0
IA,"51,179,678"
IA,"60,032"
IA,0
IA,"282,027"
IA,"309,515"
IA,"740,442"
IA,"25,803"
IA,"95,585"
IA,0
IA,"276,717"
IA,"53,065"
IA,"95,689,506"
IA,"2,227,009"
IA,"16,391"
IA,"147,344"
IA,"23,293,230"
IA,"7,453"
IA,0
IA,"10,412"
IA,"51,806"
IA,0
IA,"32,700"
IA,"12,508,581"
IA,"8,290,948"
IA,"1,154"
IA,12
IA,201
IA,0
IA,0
IA,"2,181,962"
IA,"208,667"
IA,0
IA,623
IA,108
IA,"1,790"
IA,0
IA,0
IA,"9,830"
IA,0
IA,837
IA,891
IA,46
IA,0
IA,124
IA,55
IA,0
IA,"9,861"
IA,0
IA,"3,966"
IA,"71,898"
IA,0
IA,0
IA,373
IA,231
IA,46
IA,357
IA,0
IA,"2,642"
IA,57
IA,507
IA,145
IA,90
IA,0
IA,846
IA,0
IA,0
IA,"7,587"
IA,0
IA,0
IA,657
IA,739
IA,18
IA,793
IA,0
IA,845
IA,978
IA,824
IA,"1,003"
IA,"1,239"
IA,195
IA,95
IA,595
IA,"1,314"
IA,845
IA,"2,788"
IA,"1,215"
IA,"7,564"
IA,"4,846,229"
IA,"26,875"
IA,"2,947"
IA,"1,669"
IA,458
IA,0
IA,318
IA,547
IA,"9,376"
IA,"38,382"
IA,"68,953"
IA,0
IA,0
IA,0
IA,240
IA,191
IA,963
IA,522
IA,"3,507"
IA,879
IA,796
IA,"2,880"
IA,0
IA,25
IA,0
IA,"1,073"
IA,0
IA,58
IA,647
IA,119
IA,0
IA,"1,606"
IA,"6,855"
IA,"2,965"
IA,515
IA,0
IA,"1,215"
IA,197
IA,115
IA,0
IA,0
IA,305
IA,314
IA,618
IA,0
IA,0
IA,"4,182"
IA,"130,850"
IA,0
IA,130
IA,"274,385"
IA,0
IA,11
IA,"54,002"
KS,156
KS,0
KS,"3,269"
KS,0
KS,"7,458"
KS,"37,728"
KS,0
KS,"16,455"
KS,0
KS,0
KS,"9,552,577"
KS,18
KS,"23,549"
KS,"58,480"
KS,"2,150,575"
KS,88
KS,"2,277,981"
KS,"2,239,708"
KS,"238,342"
KS,"55,767,511"
KS,"1,990,391"
KS,"3,054"
KS,"170,018"
KS,207
KS,"79,902"
KS,"31,458,336"
KS,0
KS,"25,325"
KS,"3,573,435"
KS,373
KS,"2,215"
KS,"1,020"
KS,0
KS,64
KS,0
KS,170
KS,326
KS,547
KS,517
KS,36
KS,497
KS,437
KS,353
KS,"1,014"
KS,48
KS,"1,114,079"
KS,78
KS,440
KS,785
KS,"4,820"
KS,0
KS,0
KS,68
KS,"232,376"
KS,363
KS,84
KS,204
KS,175
KS,88
KS,83
KS,0
KS,145
KS,436
KS,614
KS,"1,584"
KS,114
KS,0
KS,0
KS,0
KS,456
KS,923
KS,"2,171"
KS,"36,230"
KS,239
KS,"11,602"
KS,0
KS,577
KS,0
KS,"51,125"
KS,0
KS,"489,429"
KS,"3,595"
KS,"34,617"
KS,168
KS,0
KS,"1,547"
KS,0
KS,"1,259"
KS,51
KS,"42,031"
KS,"219,260"
KS,0
KS,96
KS,612
KS,0
KS,174
KS,"1,699"
KS,235
KS,0
KS,506
KS,"1,168"
KS,489
KS,0
KS,46
KS,61
KS,"2,964"
KS,"4,599"
KS,"20,954"
KS,53
KS,"3,953"
KS,783
KS,600
KS,425
KS,881
KS,0
KS,0
KS,47
KS,0
KS,469
KS,"2,369"
KS,0
KS,0
KS,190
KS,569
KS,48
KS,343
KS,246
KS,"2,549"
KS,217
KS,404
KS,0
KS,"1,466"
KS,"17,680"
KS,"333,114"
KS,"237,136"
KY,"6,283,324"
KY,"1,389,925"
KY,"30,258"
KY,"6,021,930"
KY,"155,040"
KY,"23,603,573"
KY,"47,587"
KY,"9,854,597"
KY,"116,231"
KY,"114,874,808"
KY,0
KY,273
KY,369
KY,"95,829"
KY,0
KY,"31,974,464"
KY,823
KY,538
KY,"91,273,335"
KY,0
KY,"342,150"
KY,"1,737,735"
KY,"951,453"
KY,3
KY,"5,806,377"
KY,"25,265,393"
KY,"39,531"
KY,"55,417"
KY,0
KY,"2,724"
KY,0
KY,0
KY,"9,998,550"
KY,"14,254,382"
KY,"27,115,578"
KY,"20,460,290"
KY,"10,268"
KY,"16,898,524"
KY,"613,960"
KY,0
KY,"101,262"
KY,"70,428,264"
KY,"11,163,515"
KY,"7,763,712"
KY,"81,930"
KY,0
KY,"56,752"
KY,0
KY,"13,294"
KY,0
KY,"6,015,713"
KY,"29,973"
LA,"8,433,314"
LA,"903,518"
LA,9
LA,"48,872"
LA,"3,438,494"
LA,"87,557"
LA,"91,886"
LA,"18,455,101"
LA,"32,419,398"
LA,"7,668,286"
LA,"15,152,397"
LA,"32,025"
LA,0
LA,"9,946,147"
LA,0
LA,"62,370"
LA,0
LA,"18,797,370"
LA,0
LA,"1,560,626"
LA,"37,742"
LA,"30,745,491"
LA,0
LA,"46,477,393"
LA,0
LA,0
LA,0
LA,"84,315"
LA,0
LA,"326,793"
LA,0
LA,"776,776"
LA,0
LA,"441,999"
LA,60
LA,0
LA,0
LA,0
LA,"871,916"
LA,0
LA,"972,894"
ME,197
ME,"236,030"
ME,"332,149"
ME,"79,042"
ME,0
ME,0
ME,"319,888"
ME,"771,435"
ME,"16,004"
ME,0
ME,"181,051"
ME,"315,518"
ME,"1,288,116"
ME,"1,730,215"
ME,"363,968"
ME,"78,640"
ME,"44,746"
ME,"42,451"
ME,"93,690"
ME,"410,763"
ME,"1,001,122"
ME,0
ME,"8,837"
ME,"1,769,335"
ME,"177,229"
ME,"777,546"
ME,"746,684"
ME,"3,213,340"
ME,"5,027"
ME,0
ME,0
ME,"8,738"
MD,"16,056"
MD,"840,013"
MD,"25,820"
MD,"1,686,907"
MD,"202,633"
MD,"19,270"
MD,"4,902,487"
MD,"545,807"
MD,0
MD,"533,001"
MD,"411,121"
MD,"556,046"
MD,"2,380,615"
MD,"79,828"
MD,"72,498"
MD,0
MD,0
MD,"510,008"
MD,"50,990"
MD,"18,566"
MD,"9,584"
MD,"96,914"
MD,"386,719"
MD,"255,092"
MD,"25,464"
MD,"9,595,339"
MD,"224,062"
MD,"7,422,560"
MD,0
MD,"223,712"
MD,"1,067,142"
MD,"2,906,123"
MD,"59,597"
MD,"284,803"
MD,"26,359,651"
MD,0
MD,"25,385,666"
MD,"14,396"
MD,0
MA,"10,575"
MA,"2,123,249"
MA,"31,974,859"
MA,"6,178"
MA,"59,430"
MA,"1,648,693"
MA,"46,434,980"
MA,"72,689"
MA,0
MA,"181,792"
MA,"76,508"
MA,"6,425,194"
MA,0
MA,"2,405"
MA,"14,964"
MA,969
MA,"263,164"
MA,"1,291,434"
MA,"149,808"
MA,"31,772"
MA,"1,624,271"
MA,"300,514"
MA,"2,349"
MA,"578,806"
MA,"3,030,148"
MA,"265,454"
MA,0
MA,"4,261"
MA,"86,224"
MA,"205,514"
MA,"207,497"
MA,0
MA,"26,904"
MA,"3,590"
MA,"138,600"
MA,"38,973"
MA,0
MA,0
MA,0
MA,"4,228"
MA,0
MA,0
MA,948
MA,"88,356"
MA,"86,664"
MA,"293,641"
MA,0
MA,"1,921"
MA,798
MA,"10,497"
MA,"42,504"
MA,"33,193"
MA,"490,128"
MA,"16,966"
MA,"285,803"
MA,0
MA,"32,868"
MI,"280,076"
MI,"128,303"
MI,"558,694"
MI,"258,189"
MI,"321,062"
MI,"67,306"
MI,"70,034"
MI,"1,193,944"
MI,"103,847"
MI,"25,512,524"
MI,"240,782"
MI,"292,712"
MI,"22,115"
MI,"949,211"
MI,"418,473"
MI,613
MI,"14,712"
MI,"144,799"
MI,"81,331,547"
MI,"175,979"
MI,0
MI,"141,904"
MI,"57,039,935"
MI,"207,709"
MI,"3,649"
MI,"13,874"
MI,"80,442"
MI,"4,112"
MI,"215,048"
MI,"211,331"
MI,"77,489,250"
MI,"172,056"
MI,"2,474"
MI,0
MI,"275,514"
MI,"10,034,833"
MI,"157,813,711"
MI,0
MI,"21,546"
MI,"77,457"
MI,613
MI,"3,584"
MI,"4,073"
MI,"1,667"
MI,"357,847"
MI,"337,590"
MI,"918,213"
MI,"1,436,361"
MI,"6,274,065"
MI,"1,502"
MI,0
MI,"35,092"
MI,"1,396"
MI,"2,463,969"
MI,"128,700"
MI,"783,670"
MI,"47,726,533"
MI,0
MI,0
MI,"115,872"
MI,"2,564"
MI,"233,452"
MI,"53,213"
MI,0
MI,0
MI,"12,239,778"
MI,"4,157"
MI,"4,914"
MI,"1,938,497"
MI,"345,094"
MI,"145,648"
WI,"106,135"
MI,"113,345"
MI,"39,392"
MI,"69,936"
MI,0
MI,"61,665"
MI,"17,201,116"
MI,0
MI,"1,302"
MI,"117,688"
MI,"1,744,241"
MI,"76,791"
MI,"581,755"
WI,"154,540"
MI,"351,514"
MI,"105,633"
MI,"260,848"
MI,"328,628"
MI,"520,939"
MI,"65,729"
MI,"355,958"
MI,"289,244"
MI,29
MI,27
MI,"56,955"
MI,"2,122,956"
MI,"9,448"
MI,52
MI,729
MI,0
MI,0
MI,0
MI,"1,241"
MI,"4,065"
MI,"17,563"
MI,"4,967,766"
MI,"5,747"
MI,"8,185,662"
MI,"2,546"
MI,"119,654"
MI,"237,127"
MI,232
MI,0
MI,"1,366,893"
MI,0
MI,910
MI,382
MI,"2,726"
MI,599
MI,"265,837"
MI,0
MI,0
MI,"9,468"
MI,84
MI,0
MI,440
MI,0
MI,865
MI,500
MI,"61,972"
MI,"1,317,476"
MI,697
MI,0
MI,"208,876"
MI,0
MI,"1,068"
MI,"8,264"
MI,"4,310"
MI,"48,206"
MI,611
MI,0
MI,95
MI,181
MI,97
MI,"440,357"
MI,0
MI,"85,531"
MI,"26,477"
MI,0
MI,"15,012"
MI,0
MN,0
MN,"218,942"
MN,0
MN,"921,480"
MN,0
MN,0
MN,"109,852"
MN,"76,567,017"
MN,"460,644"
MN,"109,319"
MN,"297,301"
MN,196
MN,"5,689"
MN,"65,842"
MN,"94,162"
MN,"80,787"
MN,"101,974"
MN,"3,239,221"
MN,"197,793"
MN,"102,381"
MN,0
MN,"5,866,410"
MN,0
MN,"1,812,852"
MN,416
MN,"4,960"
MN,"556,708"
MN,"1,462"
MN,"16,175,920"
MN,"24,995"
MN,"260,472"
MN,812
MN,"61,067"
MN,"26,408,967"
MN,"58,734,468"
MN,"50,107,394"
MN,"43,809,901"
MN,"1,216,478"
MN,"1,168,783"
MN,"28,209"
MN,"1,706"
MN,0
MN,0
MN,42
MN,"17,574,190"
MN,509
MN,"1,037,116"
MN,"996,481"
MN,"44,586"
MN,"41,467"
MN,0
MN,"22,272"
MN,"6,030,559"
