Plant State,"Elec Fuel Consumption
MMBtu"
CA,"184,247"
CA,0
CA,0
CA,0
CA,0
CA,"7,017,891"
CA,"1,326,274"
CA,0
AK,"364,213"
CA,"83,284"
CA,0
CA,0
CA,"258,810"
CA,"7,757"
CA,"60,220"
CA,0
CA,0
CA,0
CA,0
CA,0
CA,0
CA,"760,397"
CA,0
CA,0
CA,"320,133"
CA,0
CA,0
CA,0
CA,0
CA,0
CA,"15,467,320"
CA,0
CA,"3,442,153"
CA,0
CA,"995,697"
CA,0
CA,0
CA,"255,814"
CA,"32,413"
CA,772
CA,0
CA,0
CA,"12,742,831"
CA,0
CA,"644,462"
CA,0
CA,"1,119,845"
CA,0
AK,"99,420"
CA,"175,553"
CA,0
CA,0
CA,0
CA,0
CA,"8,672,805"
CA,0
CA,0
CA,"72,736"
CA,0
CA,"1,189,076"
CA,"156,211"
CA,"590,390"
CA,"202,324"
CA,"222,294"
CA,"1,398,123"
CA,"973,805"
CA,"437,487"
CA,"346,891"
CA,"702,992"
AK,"4,870"
CA,0
CA,"95,836"
CA,"124,005"
AK,496
CA,"81,533"
CA,"1,415,861"
CA,"77,032"
CA,"1,043,655"
CA,"35,552"
CA,"952,384"
CA,"1,631,124"
CA,"452,988"
CA,"203,784"
CA,"1,333,932"
CA,"1,685,747"
CA,"2,926,736"
CA,0
CA,"714,674"
CA,0
CA,"1,552,694"
CA,"64,958"
CA,"1,375,863"
CA,"2,923,932"
CA,"2,550,485"
CA,"197,574"
CA,"8,749,165"
CA,0
CA,"3,865,103"
CA,0
CA,"2,338,848"
CA,"2,345,483"
CA,"4,582,705"
CA,"222,001"
CA,"4,371"
CO,417
CO,0
CO,"14,394"
CO,"161,840"
CO,"81,623"
CO,0
CO,0
CO,"17,035,641"
CO,0
CO,"8,639,037"
CO,"2,495,427"
CO,"82,342,526"
CO,"4,313"
CO,"86,225"
CO,"30,257"
CO,"58,805"
CO,"14,105"
CO,"430,057"
CO,"85,317"
CA,"87,988"
CA,"58,786"
CA,0
CA,0
CA,81
CA,"122,302"
CA,"41,735"
CA,"64,836"
CO,0
CO,0
CO,0
CO,"4,216,588"
CO,"3,009,319"
CO,"2,713"
CO,"172,174"
CO,"127,114"
CO,"7,006"
CO,324
CO,0
CO,0
WY,"420,312"
CO,0
CO,0
CO,0
CO,0
CO,0
CO,"112,709"
CA,"3,595,068"
CO,0
CO,175
CO,0
CO,"1,564,123"
CO,"1,020,695"
CO,"2,155,973"
CO,"43,980"
CO,"228,857"
CO,"372,207"
CO,"2,210,724"
CO,0
CO,"1,825,328"
CO,"37,781"
CO,"65,888"
CO,"26,587,144"
CO,"9,223"
CO,"20,137"
CA,"17,024"
AL,0
AL,0
AL,"8,074"
AL,"30,125,410"
CA,"12,338"
CA,"50,888"
CA,"76,315"
CT,0
CT,0
CT,"4,305"
CT,"345,713"
CT,0
CT,"16,257"
CT,0
CT,0
CT,"22,699"
CT,0
CT,0
CT,336
CT,"3,596"
CT,"122,949"
CT,"283,646"
MA,0
WA,"38,488"
WA,"5,518"
WA,"4,550,757"
CT,"42,319"
CT,"1,311,486"
CT,"1,030,785"
CT,"36,757"
CT,0
CT,"3,174"
CT,"97,062"
CT,"333,886"
CT,"462,453"
CT,0
CT,"4,036"
CT,"7,077"
CT,"2,395"
CT,"1,953,445"
CT,"68,633"
CT,"22,653"
FL,0
FL,"940,898"
FL,0
FL,"11,161,932"
FL,"43,873,459"
FL,"578,241"
FL,"3,526,664"
CT,0
CT,"2,792"
CT,"107,388,033"
CT,"72,164,884"
CT,"12,414,559"
CT,0
CT,"12,123,695"
CT,0
CT,0
CT,0
CT,"22,716"
CT,0
CT,"2,879,622"
NY,"53,692"
CT,"3,846"
CT,"53,514"
NM,"710,147"
CA,"92,401"
CA,"27,248"
VT,0
VT,"8,234"
VT,"4,078,600"
DE,"4,464"
DE,"1,597"
DE,"3,734"
DE,635
DE,"3,466,578"
DE,"39,705"
DE,"11,692"
DE,"4,541,565"
DE,"132,491"
DE,0
DE,0
DE,"2,246"
DE,0
DE,0
MD,"29,111,038"
MD,"421,541"
MD,0
WA,"4,401"
WA,"4,537,635"
FL,0
FL,0
FL,"108,155"
FL,"40,116,216"
FL,0
FL,"2,167,137"
FL,0
FL,"66,262,329"
FL,"114,879"
FL,"2,696,707"
FL,"16,511"
FL,"3,837,398"
FL,0
FL,0
FL,"109,080"
FL,"46,135,690"
FL,0
FL,0
FL,0
FL,0
FL,"158,865"
FL,"37,740,018"
FL,0
FL,0
FL,0
FL,0
FL,"65,387,124"
FL,0
FL,0
FL,"34,778"
FL,"38,836,746"
FL,0
FL,"79,153,047"
FL,"65,859,640"
FL,0
WA,"481,008"
NY,"385,368"
CA,"26,416"
FL,"46,669"
FL,"2,934,167"
FL,"72,609,289"
FL,"53,899,969"
FL,"294,012"
CA,"50,943"
FL,0
FL,"1,446,975"
FL,0
FL,"39,132,529"
FL,0
FL,"146,283"
FL,"368,696"
FL,"32,163"
FL,"835,061"
FL,0
FL,0
FL,0
FL,588
FL,"19,029,596"
FL,"24,465,579"
FL,"8,456,536"
FL,"3,682"
FL,0
FL,"1,305,476"
FL,"333,869"
FL,"15,410,654"
FL,0
FL,"21,082,567"
FL,0
GA,"107,876,451"
GA,"98,483,450"
FL,892
FL,"198,499"
FL,"3,903,911"
FL,"7,090,724"
FL,"76,433"
FL,0
FL,0
FL,0
FL,"3,675,665"
FL,0
FL,"1,904"
FL,"1,604"
FL,0
FL,"3,135,176"
FL,"51,939"
FL,"6,242,144"
FL,0
FL,"19,327,681"
FL,"8,690,439"
FL,"115,763"
FL,"145,387"
FL,0
FL,0
FL,0
FL,"30,627"
FL,"3,203"
FL,694
FL,"9,021"
FL,0
FL,0
FL,0
FL,"7,621"
FL,0
FL,"1,524,701"
FL,0
FL,0
FL,0
FL,0
FL,0
FL,"14,876,439"
FL,0
FL,202
FL,"134,180"
FL,0
FL,"4,557,505"
FL,"547,537"
FL,0
VT,"3,494"
CA,"1,116,944"
FL,"17,864"
FL,"585,602"
FL,0
FL,"4,992"
FL,885
FL,"9,338,815"
FL,"16,232"
FL,"271,592"
FL,"1,785,764"
FL,0
FL,0
FL,0
FL,"10,418,372"
FL,0
FL,0
FL,"2,225,212"
WY,"160,021"
FL,"1,378"
MO,"5,272"
AL,"4,109,779"
GA,"92,743,136"
GA,"201,553"
GA,"259,624"
GA,"375,401"
AL,"1,578,928"
GA,0
GA,"6,996,938"
GA,"10,046"
GA,"120,344,736"
GA,209
GA,"1,211"
GA,"672,611"
CA,"9,020"
GA,"34,453"
GA,146
GA,"413,273"
GA,"173,519"
GA,"1,182,745"
GA,"1,854,773"
GA,"1,149,871"
GA,"1,591,478"
GA,"421,531"
GA,"1,200,485"
GA,0
GA,"14,874,485"
GA,"557,579"
GA,349
GA,0
GA,"770,145"
CA,0
CA,0
GA,"441,528"
GA,0
GA,0
GA,0
GA,"4,997,382"
GA,"346,191"
GA,"450,442"
GA,"1,995,153"
GA,"1,496,201"
GA,"4,739,898"
HI,0
HI,0
HI,"22,872,170"
HI,"494,946"
HI,0
HI,0
HI,"9,527,265"
HI,"13,985"
HI,"46,955"
HI,"6,772"
HI,"79,985"
HI,0
HI,0
HI,"1,947,163"
HI,0
CA,"82,523"
NE,"474,694"
VT,"10,684"
AK,"80,898"
ID,"979,596"
TX,"2,095"
HI,0
HI,729
HI,"319,873"
TX,0
ME,"969,657"
NY,"249,718"
ID,"2,224,159"
ID,"2,678,806"
ID,"13,647,258"
ID,"3,212,815"
ID,"232,260"
ID,"150,612"
ID,"821,961"
ID,"1,771,710"
ID,311
ID,"472,889"
ID,"953,480"
ID,"470,456"
ID,"380,921"
ID,"695,014"
ID,"478,081"
ID,"263,959"
ID,"559,285"
ID,"242,319"
ID,"137,065"
ID,"8,869,850"
ID,"575,046"
CA,"22,914"
ID,"13,107,357"
ID,"354,653"
ID,"91,322"
ID,"373,164"
CA,"20,989"
ID,"5,270,113"
ID,"1,707,972"
IL,0
IL,"48,018"
IL,"29,776,259"
IL,0
IL,0
IL,"78,573,615"
IL,"77,411,291"
IL,"40,719"
IL,0
IL,"161,711"
IL,"40,409,176"
IL,"4,906,984"
IL,0
IL,"34,512"
IL,"33,204,748"
IL,"84,525,843"
IL,"79,631,816"
IL,"2,013"
IL,"152,810"
IL,"22,173,308"
IL,0
IL,"86,738"
IL,"7,667,999"
IL,"15,010"
IL,0
IL,"755,543"
IL,"57,272,476"
IL,0
IL,"147,987"
IL,0
IL,"37,528,740"
IL,"35,379,658"
IL,"20,507"
IL,"158,040"
IL,"40,204"
CA,"116,492"
IL,0
IL,"1,246,519"
WA,"101,325"
UT,"15,706"
IL,"9,481"
IL,0
IL,403
IL,0
IL,"5,166"
IL,0
IL,"1,890"
IL,0
IL,323
IL,0
IL,"5,631"
IL,0
IL,"5,510"
IL,13
IL,"14,177"
IL,"54,470"
IL,"6,955"
IL,0
IL,345
IL,0
IL,"4,618"
IL,"4,604"
IL,"344,121"
IL,"11,161"
IL,"10,461"
IL,"2,174,550"
IL,"8,189"
IL,0
IL,"10,587"
IL,"5,251"
IL,"28,498"
IL,"3,288"
IL,"13,164"
IL,0
IL,"13,463,374"
IL,"108,745"
IL,0
IL,0
IL,"4,871"
IL,"1,451"
IL,0
IL,0
IL,"4,936"
IL,"4,688"
IL,0
IL,"3,144"
IL,0
IL,"66,243"
IL,"20,695"
IL,"545,875"
IL,"8,324,005"
IL,"5,032"
IL,0
IL,0
IN,"54,164,729"
IN,"98,573"
IN,"299,126"
IN,"24,303"
ID,"35,304"
IN,"219,987"
IN,0
IN,"14,303"
IN,"3,626,496"
IN,"1,216"
IN,0
IN,0
IN,"15,532,337"
IN,0
IN,"10,414,677"
IN,0
IN,"1,180"
IN,"61,670"
IN,454
IN,"89,071,634"
IN,"170,999"
IN,"2,827,047"
IN,"237,743"
IN,"13,016,659"
IN,"158,298"
IN,"187,345"
IN,"20,458"
IN,"243,649"
IN,"9,745"
IN,"46,224,716"
IN,"57,876"
IN,"10,005,211"
IN,0
IN,0
IN,0
IN,"12,681,985"
IN,"24,116,885"
IN,"2,832,964"
IN,0
IN,"10,505,717"
IN,"304,170"
IN,"77,004"
IN,"22,430,629"
IN,"533,738"
NC,0
NC,0
NC,0
NC,"10,667"
NC,"38,821"
NC,"1,084"
NC,"2,278"
NC,0
UT,"7,509"
IN,0
IN,0
IN,0
IN,0
IN,0
IN,0
IN,0
IN,0
IN,0
IN,"393,166"
IN,"8,515"
IA,"65,006"
IA,"8,056,158"
IA,"54,452"
IA,0
IA,"651,233"
IA,"207,233"
IA,"588,674"
IA,"66,872"
IA,0
IA,0
IA,"325,314"
IA,"13,400"
IA,"63,279,964"
IA,0
IA,"27,629"
IA,"206,662"
IA,"17,927,260"
IA,"204,230"
IA,0
IA,"19,371"
IA,"13,545"
IA,"28,069"
IA,"12,050,737"
IA,"8,166,355"
IA,"11,532"
IA,126
IA,"1,542"
IA,0
IA,0
IA,"2,973,468"
IA,"325,077"
IA,0
IA,"1,530"
IA,213
IA,"2,128"
IA,"1,040"
IA,"1,229"
IA,0
IA,"1,995"
IA,203
IA,101
IA,0
IA,773
IA,0
IA,0
IA,"16,887"
IA,0
IA,"70,403"
IA,"184,058"
IA,0
IA,0
IA,"1,302"
IA,"1,542"
IA,108
IA,"2,958"
IA,0
IA,"3,342"
IA,907
IA,304
IA,239
IA,"5,894"
IA,0
IA,78
IA,"11,886"
IA,0
IA,0
IA,0
IA,"1,695"
IA,"3,275"
IA,0
IA,"1,365"
IA,0
IA,"3,186"
IA,"8,208"
IA,"4,713"
IA,"8,068"
IA,"54,755"
IA,"1,129"
IA,"5,503"
IA,"5,760"
IA,"1,524"
IA,921
IA,"9,662"
IA,"4,683"
IA,"12,255"
IA,"3,348,507"
IA,"2,065,236"
IA,"22,203"
IA,"1,289"
IA,"2,338"
IA,0
IA,500
IA,"5,930"
IA,"9,366"
IA,"37,198"
IA,"74,264"
IA,173
IA,512
IA,0
IA,102
IA,"2,140"
IA,557
IA,275
IA,0
IA,"3,876"
IA,"9,680"
IA,"8,727"
IA,180
IA,50
IA,0
IA,"5,530"
IA,0
IA,"1,816"
IA,70
IA,286
IA,0
IA,"7,812"
IA,"10,004"
IA,"43,237"
IA,"5,015"
IA,0
IA,"7,586"
IA,488
IA,0
IA,735
IA,712
IA,587
IA,0
IA,0
IA,0
IA,0
IA,6
IA,"2,147"
IA,0
IA,"491,610"
IA,0
IA,"129,550"
IA,"24,607"
IA,0
IA,611
IA,"11,283"
KS,"1,960"
KS,0
KS,"1,926"
KS,0
KS,"6,188"
KS,"42,134"
KS,0
KS,"9,708"
KS,0
KS,0
KS,"9,737,545"
KS,53
KS,"12,808"
KS,"66,454"
KS,"1,587,903"
KS,"1,801"
KS,"1,830,822"
KS,"352,679"
KS,"67,352,176"
KS,"284,953"
KS,"254,777"
KS,266
KS,"274,566"
KS,"21,023,363"
KS,"2,118"
KS,"1,029"
KS,"2,978"
KS,0
KS,244
KS,0
KS,307
KS,0
KS,"2,740"
KS,344
KS,"4,560"
KS,"2,569"
KS,524
KS,143
KS,"3,803"
KS,152
KS,"2,395,945"
KS,96
KS,152
KS,"7,469"
KS,"11,828"
KS,0
KS,0
KS,"4,340"
KS,"3,561"
KS,"7,976"
KS,669
KS,"1,868"
KS,538
KS,132
KS,"4,392"
KS,0
KS,"5,723"
KS,"1,320"
KS,"6,410"
KS,"4,206"
KS,0
KS,0
KS,12
KS,0
KS,"3,723"
KS,123
KS,"5,690"
KS,"25,377"
KS,"4,433"
KS,"13,721"
KS,0
KS,"2,234"
KS,0
KS,"171,594"
KS,0
KS,0
KS,"9,441"
KS,"70,598"
KS,560
KS,0
KS,"1,978"
KS,0
KS,"1,218"
KS,178
KS,"339,440"
KS,"222,759"
KS,0
KS,"1,926"
KS,740
KS,0
KS,306
KS,"1,598"
KS,"1,165"
KS,0
KS,"2,970"
KS,"3,193"
KS,"2,852"
KS,0
KS,761
KS,87
KS,0
KS,"12,982"
KS,"19,722"
KS,47
KS,"7,883"
KS,"5,334"
KS,270
KS,"2,378"
KS,405
KS,0
KS,0
KS,860
KS,0
KS,409
KS,"1,919"
KS,"2,332"
KS,949
KS,"1,302"
KS,206
KS,"2,200"
KS,"4,219"
KS,933
KS,169
KS,153
KS,"8,479"
KS,"22,250"
KS,"192,921"
KS,"32,440"
KY,"5,668,700"
KY,"786,903"
KY,"4,100"
KY,"2,074,052"
KY,"146,163"
KY,"11,169,523"
KY,"28,613"
KY,"40,565,434"
KY,"105,830"
KY,"72,748,786"
KY,0
KY,0
KY,"2,145"
KY,"97,565"
KY,0
KY,"32,611,011"
KY,0
KY,0
KY,"2,972,336"
KY,"287,477"
KY,"74,504,597"
KY,"2,323,497"
KY,"448,847"
KY,"5,475,100"
KY,516
KY,"11,721,775"
KY,"16,290,508"
KY,0
KY,"28,195,909"
KY,0
KY,"122,470"
KY,"68,432,348"
KY,"7,682,880"
KY,0
KY,"72,983"
KY,0
KY,"5,521"
KY,0
KY,"5,273,286"
KY,"29,892"
LA,"8,039,388"
LA,"704,556"
LA,0
LA,"144,317"
LA,"4,030,915"
LA,"67,305"
LA,"77,957"
LA,"17,602,290"
LA,"17,201,318"
LA,"6,751,417"
LA,"13,384,452"
LA,"111,659"
LA,0
LA,"3,075,698"
LA,0
LA,"7,640,884"
LA,0
LA,"1,439,185"
LA,"30,940"
LA,"26,563,118"
LA,0
LA,"44,615,945"
LA,0
LA,"107,732"
LA,0
LA,0
LA,"107,784"
LA,0
LA,"561,041"
LA,0
LA,"816,654"
LA,0
LA,"270,913"
LA,162
LA,"573,652"
LA,"353,965"
ME,"232,810"
ME,"394,257"
ME,"64,234"
ME,0
ME,"282,832"
ME,"525,485"
ME,"5,085"
ME,0
ME,0
ME,"419,354"
ME,"930,849"
ME,"1,117,146"
ME,"347,545"
ME,"71,408"
ME,"37,173"
ME,"16,998"
ME,"62,015"
ME,"283,725"
ME,"831,097"
ME,0
ME,"17,687"
ME,"158,995"
ME,"168,213"
ME,"502,695"
ME,"540,935"
ME,"2,031,864"
ME,"7,360"
MD,824
MD,"1,487,614"
MD,"199,604"
MD,0
MD,"159,335"
MD,"156,386"
MD,"2,601,978"
MD,"76,264"
MD,"14,415"
MD,"18,053"
MD,"3,672"
MD,"51,745"
MD,"176,809"
MD,0
MD,"78,835"
MD,"109,651"
MD,0
MD,0
MD,"1,623,503"
MD,0
MD,0
MD,"33,678"
MD,"2,159,333"
MD,"25,888"
MD,"14,988,744"
MD,"17,349"
MD,"18,547,258"
MD,"12,839"
MD,0
MA,"11,729"
MA,"1,085,232"
MA,"7,995,971"
MA,0
MA,198
MA,"4,987"
MA,"123,505"
MA,"30,990"
MA,0
MA,"310,467"
MA,"22,382"
MA,"6,601,700"
MA,0
MA,"2,047"
MA,"20,247"
MA,0
MA,"1,419,962"
MA,916
MA,"233,035"
MA,"339,961"
MA,"115,669"
MA,"27,761"
MA,"1,849,466"
MA,"248,712"
MA,0
MA,"1,311"
MA,12
MA,"554,528"
MA,"2,906,254"
MA,"184,355"
MA,0
MA,"1,059"
MA,"53,825"
MA,"92,977"
MA,"160,359"
MA,"8,512"
MA,"3,646"
MA,"16,566"
MA,"1,614"
MA,"35,131"
MA,0
MA,0
MA,"2,067"
MA,0
MA,0
MA,0
MA,0
MA,"72,145"
MA,"149,675"
MA,0
MA,366
MA,"6,395"
MA,"8,948"
MA,"30,437"
MA,0
MA,"1,959"
MA,"65,542"
MA,"1,003"
MA,"47,843"
MA,0
MI,"240,928"
MI,"95,347"
MI,"510,449"
MI,"233,049"
MI,"276,763"
MI,"738,778"
MI,"65,269"
MI,"2,852,987"
MI,"132,019"
MI,"30,370,292"
MI,"189,288"
MI,"247,534"
MI,"735,174"
MI,"396,352"
MI,"1,476,913"
MI,"220,811"
MI,"82,391,884"
MI,"116,307"
MI,0
MI,"132,695"
MI,"73,158,132"
MI,"230,032"
MI,"115,141"
MI,"325,773"
MI,"291,337"
MI,"6,557"
MI,"97,715,951"
MI,"202,698"
MI,"5,003"
MI,0
MI,"242,359"
MI,"9,080,408"
MI,"142,098,387"
MI,0
MI,"38,718"
MI,"119,815"
MI,"2,007"
MI,"9,979"
MI,"15,266"
MI,0
MI,"6,656"
MI,0
MI,0
MI,0
MI,0
MI,"361,661"
MI,"292,348"
MI,0
MI,"4,866"
MI,0
MI,"38,536"
MI,"3,288"
MI,0
MI,"100,064"
MI,"427,963"
MI,"35,404,357"
MI,0
MI,0
MI,"43,951"
MI,"41,790"
MI,"245,544"
MI,"89,744"
MI,0
MI,0
MI,"12,364,250"
MI,"14,180"
MI,"10,509"
MI,"1,806,167"
MI,"243,998"
MI,"136,985"
WI,"58,299"
MI,"66,702"
MI,"42,715"
MI,"56,981"
MI,0
MI,591
MI,"11,034"
MI,"1,704,680"
MI,"58,503"
MI,"412,385"
WI,"145,703"
MI,"287,175"
MI,"58,308"
MI,"222,003"
MI,"231,704"
MI,"407,602"
MI,"42,965"
MI,"281,124"
MI,"331,394"
MI,"52,525"
MI,0
MI,0
MI,"1,813"
MI,"11,965"
MI,0
MI,0
MI,"4,698"
MI,"7,917,791"
MI,"1,405"
MI,"71,336"
MI,0
MI,276
MI,"4,892"
MI,0
MI,"265,797"
MI,207
MI,"1,565"
MI,"3,757"
MI,91
MI,0
MI,6
MI,0
MI,"1,327"
MI,"4,729"
MI,0
MI,"1,294,602"
MI,662
MI,0
MI,"410,326"
MI,0
MI,"2,424"
MI,"4,740"
MI,"5,350"
MI,"44,662"
MI,"3,557"
MI,0
MI,0
MI,137
MI,58
MI,"409,793"
MI,0
MI,"74,435"
MI,0
MI,"46,347"
MI,0
MN,0
MN,"1,379,627"
MN,0
MN,"580,077"
MN,0
MN,"436,451"
MN,"50,087,648"
MN,"4,206,342"
MN,"250,065"
MN,"70,673"
MN,"238,391"
MN,"5,592"
MN,"56,897"
MN,"638,568"
MN,"52,329"
MN,"41,646"
MN,"79,093"
MN,"1,633,133"
MN,"84,885"
MN,"7,546,516"
MN,0
MN,"4,045,770"
MN,"2,919,573"
MN,"440,458"
MN,"1,553,455"
MN,"20,191,499"
MN,"380,607"
MN,"1,024,627"
MN,196
MN,"110,615"
MN,"13,409,259"
MN,"52,383,954"
MN,"44,990,506"
MN,"49,913,516"
MN,"1,000,420"
MN,"1,222,722"
MN,"25,826"
MN,"256,323"
MN,0
MN,0
MN,23
MN,"9,962,475"
MN,885
MN,"754,252"
MN,"921,882"
MN,"43,922"
MN,"24,029"
MN,0
MN,"8,784"
MN,"1,511,393"
MN,154
MN,348
MN,0
MN,921
MN,"2,837"
MN,366
MN,0
MN,0
MN,924
MN,0
MN,0
MN,665
MN,"299,176"
MN,0
MN,55
MN,"3,257"
MN,"169,259"
MN,"4,117"
MN,1
MN,"3,398"
MN,"16,565"
MN,0
MN,0
MN,0
MN,"74,937"
MN,"3,293"
MN,"38,102"
MN,0
MN,"294,845"
MN,"2,379"
MN,76
MN,219
MN,72
MN,0
MN,"1,591"
MN,157
MN,"4,798"
MN,0
MN,"3,768"
MN,0
MN,"2,065"
MN,"1,277"
MN,0
MN,"3,471"
MN,"1,750"
MN,"9,908"
MN,452
MN,284
MN,19
MN,"23,967"
MN,"2,820"
MN,"10,148"
MN,"3,902"
MN,"35,868"
MN,"5,128"
MN,0
MN,0
MN,"4,232"
MN,"1,164"
MN,"1,056"
MN,"9,221"
MN,0
MN,"79,109"
MN,"8,639"
MN,"2,554"
MN,"2,783"
MN,986
MN,0
MN,"3,480"
MN,303
MN,"10,508"
MN,94
MN,130
MN,0
MN,"286,584"
MN,"262,306"
MN,"110,919"
MN,"1,883"
MN,"3,046"
MN,192
MN,0
MN,0
MN,0
MN,"51,578"
MN,12
MN,388
MN,"1,651"
MN,"94,950"
MN,"17,961"
MN,"1,109,080"
MN,"72,733"
MN,"807,761"
MN,"18,268"
MS,0
MS,0
MS,"12,245,601"
MS,"30,145"
MS,"46,351"
MS,"23,223,058"
MS,"9,329"
MS,"7,924,302"
MS,0
MS,0
MS,0
MS,0
MS,602
MS,0
MS,450
MS,0
MS,0
MS,0
MS,0
MS,0
MS,"442,580"
MS,"1,020,017"
MS,"9,098,827"
MS,0
MS,"1,055,331"
MS,"211,040"
MS,0
MO,"4,919"
MO,"1,408,837"
MO,"992,643"
MO,"280,981"
MO,"27,598,929"
